Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,1319,Research & Development,6,3,Information Technology,1,474,3,Male,51,4,2,Data Scientist,1,Divorced,162402,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
30,No,Non-Travel,641,Sales,25,2,Mechanical,1,475,4,Female,85,3,2,Software Engineer,3,Married,68784,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
26,No,Travel_Rarely,933,Sales,1,3,Computer Science,1,476,3,Male,57,3,2,Software Engineer,3,Married,86938,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
42,No,Travel_Rarely,1332,Research & Development,2,4,Civil,1,477,1,Male,98,2,2,Support Engineer,4,Single,37624,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,1,Mechanical,1,478,1,Female,99,2,1,Junior Developer,2,Single,48542,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
36,No,Non-Travel,845,Sales,1,5,Information Technology,1,479,4,Female,45,3,2,Software Engineer,4,Single,58885,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
36,No,Travel_Frequently,541,Sales,3,4,Information Technology,1,481,1,Male,48,2,3,Software Engineer,4,Married,92477,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
57,No,Travel_Rarely,593,Research & Development,1,4,Information Technology,1,482,4,Male,88,3,2,Support Engineer,3,Married,51708,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
40,No,Travel_Rarely,1171,Research & Development,10,4,Computer Science,1,483,4,Female,46,4,1,QA Engineer,3,Married,66437,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
21,No,Non-Travel,895,Sales,9,2,Information Technology,1,484,1,Male,39,3,1,Junior Developer,4,Single,38306,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,Electronics,1,485,4,Female,34,3,1,Junior Developer,3,Single,46665,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Information Technology,1,486,3,Female,98,3,1,QA Engineer,1,Married,51936,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
46,No,Non-Travel,1144,Research & Development,7,4,Information Technology,1,487,3,Female,30,3,2,DevOps Engineer,3,Married,88670,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Electronics,1,488,1,Male,56,3,2,Software Engineer,2,Single,98810,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Mechanical,1,491,4,Male,100,2,3,Support Engineer,4,Single,56794,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,2,Electronics,1,492,3,Male,68,2,2,Software Engineer,3,Married,67105,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,4,Computer Science,1,493,3,Male,42,2,1,Data Scientist,2,Single,164588,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,Computer Science,1,494,3,Female,90,4,1,Junior Developer,2,Single,35653,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Computer Science,1,495,4,Male,54,3,1,Data Scientist,4,Single,143306,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,4,Computer Science,1,496,3,Male,97,2,2,Support Engineer,2,Single,38482,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Information Technology,1,497,4,Male,82,3,1,QA Engineer,2,Divorced,77515,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,4,Computer Science,1,498,2,Male,92,3,2,Software Engineer,4,Single,86696,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Civil,1,499,2,Male,31,2,3,Support Engineer,3,Single,54290,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,2,Computer Science,1,500,3,Female,87,3,2,Software Engineer,4,Married,90171,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,3,Computer Science,1,501,4,Female,96,3,1,Data Scientist,3,Married,99291,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Electronics,1,502,1,Male,67,4,2,Software Engineer,4,Single,94817,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,Computer Science,1,505,3,Female,97,3,4,Engineering Manager,4,Single,189438,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,4,Electronics,1,507,4,Female,77,3,2,Software Engineer,3,Divorced,62771,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,1,Mechanical,1,508,3,Male,72,3,1,Junior Developer,2,Married,35026,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Mechanical,1,510,3,Male,73,3,1,Data Scientist,1,Single,147643,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,3,Information Technology,1,511,1,Female,43,3,1,Data Scientist,2,Married,177011,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,Information Technology,1,513,2,Male,61,2,3,Software Engineer,3,Married,89252,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Mechanical,1,514,3,Male,40,3,1,Data Scientist,4,Single,87548,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Computer Science,1,515,4,Female,95,3,1,QA Engineer,1,Divorced,40893,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Electronics,1,516,4,Female,46,3,2,Software Engineer,2,Divorced,91210,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,4,Computer Science,1,517,2,Female,95,3,1,QA Engineer,1,Divorced,68128,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Computer Science,1,518,3,Male,49,3,2,DevOps Engineer,2,Single,114425,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,3,Computer Science,1,520,1,Male,59,2,4,Tech Lead,2,Divorced,212509,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,3,Information Technology,1,521,2,Female,78,2,2,QA Engineer,3,Married,72841,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,Information Technology,1,522,1,Male,86,3,5,Tech Lead,1,Married,246486,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
34,No,Non-Travel,1381,Sales,4,4,Electronics,1,523,3,Female,72,3,2,Software Engineer,3,Married,84106,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,Information Technology,1,524,2,Female,31,3,2,DevOps Engineer,1,Married,105743,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,3,Information Technology,1,525,4,Male,61,3,1,QA Engineer,4,Married,46174,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,4,Civil,1,526,3,Female,74,3,2,Support Engineer,3,Divorced,43496,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,2,Computer Science,1,527,2,Female,99,2,2,Software Engineer,4,Single,80972,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,5,Information Technology,1,529,2,Female,72,3,2,Data Scientist,3,Married,129916,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,2,Computer Science,1,530,4,Male,98,2,1,QA Engineer,1,Married,78653,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Computer Science,1,531,2,Male,52,3,5,Engineering Manager,3,Divorced,277004,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,3,Computer Science,1,532,3,Female,86,4,4,Software Engineer,1,Married,93020,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,Mechanical,1,533,2,Female,83,3,2,Software Engineer,3,Single,90483,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,3,Electronics,1,534,2,Male,49,4,3,Software Engineer,1,Married,50829,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Information Technology,1,536,3,Male,79,3,2,QA Engineer,1,Divorced,63250,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,Information Technology,1,538,1,Male,91,3,1,QA Engineer,1,Married,48780,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,3,Information Technology,1,543,4,Male,39,2,3,DevOps Engineer,3,Married,103620,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,2,Computer Science,1,544,1,Male,69,3,1,Data Scientist,4,Married,87354,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Computer Science,1,546,4,Female,30,3,4,Engineering Manager,4,Married,265979,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,2,Computer Science,1,547,1,Female,92,3,2,Data Scientist,3,Divorced,190611,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,3,Computer Science,1,548,3,Female,43,1,2,DevOps Engineer,4,Single,142040,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,3,Computer Science,1,549,1,Female,41,3,5,Engineering Manager,1,Married,187047,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,3,Information Technology,1,550,3,Female,87,3,2,DevOps Engineer,3,Divorced,106157,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,Mechanical,1,551,4,Female,88,2,2,Support Engineer,4,Married,38622,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Mechanical,1,554,1,Female,62,3,1,Junior Developer,2,Single,46334,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,2,Electronics,1,555,4,Female,33,1,1,Junior Developer,3,Divorced,38377,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Computer Science,1,556,4,Male,42,3,1,QA Engineer,4,Married,57999,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,4,Computer Science,1,558,3,Female,79,3,5,Engineering Manager,3,Married,277713,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,3,Computer Science,1,560,1,Female,90,3,1,Data Scientist,4,Divorced,93362,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,3,Computer Science,1,562,3,Male,53,3,1,QA Engineer,4,Married,56811,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,Information Technology,1,564,2,Male,93,2,3,Tech Lead,3,Married,134804,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,Mechanical,1,565,3,Female,71,2,1,Data Scientist,2,Married,161292,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Mechanical,1,566,1,Male,52,2,1,HR Manager,4,Single,84802,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
30,No,Non-Travel,1398,Sales,22,4,Civil,1,567,3,Female,69,3,3,Software Engineer,1,Married,96843,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,3,Electronics,1,568,1,Male,56,2,4,Engineering Manager,4,Divorced,239557,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Computer Science,1,569,2,Male,88,2,4,Engineering Manager,3,Married,246038,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,3,Information Technology,1,571,3,Female,49,3,1,QA Engineer,4,Single,46424,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,3,Electronics,1,573,3,Female,80,2,3,Software Engineer,1,Married,81604,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,2,Information Technology,1,574,1,Female,65,3,2,DevOps Engineer,4,Divorced,114524,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,Computer Science,1,575,1,Male,51,3,4,Tech Lead,3,Married,165335,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,3,Computer Science,1,577,4,Male,46,1,1,QA Engineer,3,Single,78010,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,4,Computer Science,1,578,3,Female,42,3,2,QA Engineer,3,Single,70026,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Computer Science,1,579,4,Male,62,2,1,Data Scientist,3,Divorced,184045,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,3,Electronics,1,580,3,Female,94,2,3,Software Engineer,4,Married,99773,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Computer Science,1,581,3,Male,33,3,3,DevOps Engineer,2,Divorced,115624,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Information Technology,1,582,2,Male,56,3,3,Engineering Manager,3,Married,243898,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Information Technology,1,584,1,Male,38,1,1,QA Engineer,4,Divorced,66874,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,1,Electronics,1,585,4,Male,57,3,1,Junior Developer,2,Single,45234,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Computer Science,1,586,4,Male,72,3,3,Support Engineer,3,Married,55454,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Computer Science,1,587,1,Male,66,3,3,Support Engineer,3,Married,37524,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Business Administration,1,590,2,Female,43,3,3,HR Manager,1,Divorced,103509,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,2,Civil,1,591,2,Male,97,3,1,QA Engineer,3,Married,56587,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
36,No,Non-Travel,635,Sales,10,4,Information Technology,1,592,2,Male,32,3,3,Software Engineer,4,Single,65753,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Mechanical,1,593,3,Male,99,2,1,QA Engineer,3,Single,57988,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,5,Electronics,1,595,2,Female,37,3,2,Software Engineer,4,Married,75757,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,5,Computer Science,1,597,1,Female,83,3,4,Engineering Manager,2,Single,180016,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
41,No,Non-Travel,267,Sales,10,2,Computer Science,1,599,4,Male,56,3,2,Software Engineer,4,Single,57504,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,3,Electronics,1,600,2,Male,85,3,2,Software Engineer,3,Married,54743,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,3,Computer Science,1,601,2,Female,75,3,4,DevOps Engineer,3,Single,142899,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,1,Computer Science,1,602,3,Female,48,3,1,QA Engineer,3,Married,65400,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,1,Computer Science,1,604,2,Male,77,3,2,Software Engineer,4,Single,97808,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,3,Information Technology,1,605,4,Male,56,3,3,DevOps Engineer,1,Married,129949,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,3,Civil,1,606,4,Male,61,3,2,Software Engineer,2,Married,92611,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,4,Computer Science,1,608,2,Female,58,3,1,HR Manager,3,Divorced,76118,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,3,Mechanical,1,611,4,Male,34,3,2,DevOps Engineer,4,Divorced,135327,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,5,Information Technology,1,612,1,Female,95,4,4,Tech Lead,3,Divorced,163993,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,3,Computer Science,1,613,3,Male,44,2,3,Engineering Manager,4,Divorced,213786,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,3,Electronics,1,614,2,Male,69,3,1,Junior Developer,2,Single,33535,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
40,No,Non-Travel,1094,Sales,28,3,Civil,1,615,3,Male,58,1,3,Software Engineer,1,Divorced,94930,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,4,Civil,1,616,1,Female,62,2,2,Support Engineer,3,Single,50860,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,2,Information Technology,1,618,1,Male,45,3,2,Software Engineer,3,Divorced,65256,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,Information Technology,1,620,1,Female,80,3,2,Software Engineer,3,Single,64154,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,4,Computer Science,1,621,4,Male,74,4,2,Software Engineer,4,Single,82310,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,3,Mechanical,1,622,3,Male,66,1,1,QA Engineer,4,Single,43556,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,Mechanical,1,623,2,Female,59,3,3,DevOps Engineer,4,Single,124890,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,1,Information Technology,1,624,1,Female,86,3,3,Support Engineer,3,Married,55200,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,5,Computer Science,1,625,2,Female,91,3,4,Engineering Manager,1,Married,299702,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,Sales,9,4,Information Technology,1,626,1,Male,69,3,3,Software Engineer,2,Divorced,95521,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,2,Mechanical,1,630,4,Male,78,3,2,Data Scientist,1,Divorced,141637,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,Civil,1,631,4,Male,60,4,2,Software Engineer,3,Married,69343,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,3,Information Technology,1,632,4,Male,38,3,1,Junior Developer,4,Married,36016,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,3,Information Technology,1,634,3,Female,76,3,2,Support Engineer,3,Married,52110,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Computer Science,1,635,2,Female,65,3,2,DevOps Engineer,2,Married,91125,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,4,Computer Science,1,638,4,Male,58,2,5,Tech Lead,3,Divorced,175759,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,3,Information Technology,1,639,2,Male,89,4,1,Data Scientist,4,Married,189890,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,2,Electronics,1,641,1,Male,66,3,2,Software Engineer,2,Married,83009,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,2,Civil,1,643,4,Male,94,2,1,QA Engineer,2,Married,78498,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Information Technology,1,644,1,Male,99,3,5,Engineering Manager,2,Married,255618,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,1,Information Technology,1,645,2,Male,40,3,1,Junior Developer,3,Married,26486,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Computer Science,1,647,1,Female,55,3,1,QA Engineer,3,Married,43200,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,4,Computer Science,1,648,2,Male,74,2,1,Junior Developer,1,Married,32702,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Computer Science,1,649,2,Male,83,2,1,Data Scientist,4,Married,188829,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,4,Information Technology,1,650,2,Male,46,3,2,Software Engineer,1,Divorced,83097,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,2,Civil,1,652,1,Male,54,2,2,QA Engineer,4,Single,61178,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,Information Technology,1,653,1,Male,66,4,2,Software Engineer,4,Divorced,86994,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,4,Information Technology,1,655,1,Female,66,2,1,Data Scientist,3,Divorced,80817,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,3,Electronics,1,656,4,Male,75,3,2,Software Engineer,3,Married,68955,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,3,Computer Science,1,657,4,Female,83,2,1,Data Scientist,2,Single,115234,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Computer Science,1,659,3,Female,81,3,2,Support Engineer,4,Married,44762,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,Civil,1,661,2,Male,50,2,4,Tech Lead,4,Divorced,165975,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,Computer Science,1,662,3,Female,43,3,1,Data Scientist,1,Single,174069,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Information Technology,1,663,4,Male,72,3,2,QA Engineer,3,Divorced,61480,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,4,Computer Science,1,664,4,Female,40,2,4,Engineering Manager,1,Married,257688,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,4,Computer Science,1,665,1,Female,50,2,2,HR Manager,3,Single,118612,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,3,Mechanical,1,666,3,Female,31,3,1,Junior Developer,3,Divorced,42193,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,1,Electronics,1,667,3,Male,85,3,1,Junior Developer,1,Divorced,34765,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
